Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
27102,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
27104,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
27106,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
27112,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
31000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
42000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
42100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
48100,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
52100,,,,,,,,52100,,,,,,,,,,,,,
Polling Place,1,1,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,0,1,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,1,1,,,,,,Total,,,,****,,****,,****,,****,,,
52102,,,,,,,,52102,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
52104,,,,,,,,52104,,,,,,,,,,,,,
Polling Place,200,1118,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,343,1118,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,543,1118,,,,,,Total,,,,0,,0%,,0,,0%,,,
52106,,,,,,,,52106,,,,,,,,,,,,,
Polling Place,132,603,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,228,603,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,360,603,,,,,,Total,,,,0,,0%,,0,,0%,,,
52110,,,,,,,,52110,,,,,,,,,,,,,
Polling Place,115,549,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,164,549,,,,,,Vote by Mail,,,,2,,1.27%,,0,,0%,,,
Total,279,549,,,,,,Total,,,,2,,0.74%,,0,,0%,,,
52112,,,,,,,,52112,,,,,,,,,,,,,
Polling Place,111,592,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,159,592,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,270,592,,,,,,Total,,,,0,,0%,,0,,0%,,,
52114,,,,,,,,52114,,,,,,,,,,,,,
Polling Place,100,829,,,,,,Polling Place,,,,1,,1.05%,,0,,0%,,,
Vote by Mail,287,829,,,,,,Vote by Mail,,,,1,,0.35%,,0,,0%,,,
Total,387,829,,,,,,Total,,,,2,,0.53%,,0,,0%,,,
52116,,,,,,,,52116,,,,,,,,,,,,,
Polling Place,0,68,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,24,68,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,24,68,,,,,,Total,,,,0,,0%,,0,,0%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
52100,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
52102,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
52104,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,3.65%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,105,,54.69%
Vote by Mail,19,5.69%,0,,0%,2,0.6%,0,,0%,0,,0%,,6,,1.8%,,144,,43.11%
Total,26,4.94%,0,,0%,2,0.38%,0,,0%,0,,0%,,6,,1.14%,,249,,47.34%
52106,,,,,,,,,,,,,,,,,,,,,
Polling Place,17,13.08%,1,,0.77%,0,0%,0,,0%,0,,0%,,0,,0%,,50,,38.46%
Vote by Mail,31,13.9%,0,,0%,2,0.9%,0,,0%,1,,0.45%,,11,,4.93%,,71,,31.84%
Total,48,13.6%,1,,0.28%,2,0.57%,0,,0%,1,,0.28%,,11,,3.12%,,121,,34.28%
52110,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,5.36%,1,,0.89%,0,0%,1,,0.89%,0,,0%,,0,,0%,,69,,61.61%
Vote by Mail,5,3.16%,0,,0%,0,0%,1,,0.63%,0,,0%,,2,,1.27%,,80,,50.63%
Total,11,4.07%,1,,0.37%,0,0%,2,,0.74%,0,,0%,,2,,0.74%,,149,,55.19%
52112,,,,,,,,,,,,,,,,,,,,,
Polling Place,7,6.73%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,53,,50.96%
Vote by Mail,10,6.62%,0,,0%,1,0.66%,0,,0%,0,,0%,,2,,1.32%,,68,,45.03%
Total,17,6.67%,0,,0%,1,0.39%,0,,0%,0,,0%,,2,,0.78%,,121,,47.45%
52114,,,,,,,,,,,,,,,,,,,,,
Polling Place,3,3.16%,0,,0%,0,0%,0,,0%,0,,0%,,1,,1.05%,,59,,62.11%
Vote by Mail,17,5.96%,0,,0%,1,0.35%,1,,0.35%,1,,0.35%,,6,,2.11%,,131,,45.96%
Total,20,5.26%,0,,0%,1,0.26%,1,,0.26%,1,,0.26%,,7,,1.84%,,190,,50%
52116,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,1,4.17%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,15,,62.5%
Total,1,4.17%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,15,,62.5%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
52100,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
52102,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
52104,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.52%,2,,1.04%,0,0%,2,,1.04%,16,,8.33%,,0,,0%,,0,,0%
Vote by Mail,0,0%,16,,4.79%,0,0%,0,,0%,44,,13.17%,,0,,0%,,0,,0%
Total,1,0.19%,18,,3.42%,0,0%,2,,0.38%,60,,11.41%,,0,,0%,,0,,0%
52106,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,9,,6.92%,,0,,0%,,0,,0%
Vote by Mail,0,0%,7,,3.14%,0,0%,2,,0.9%,31,,13.9%,,0,,0%,,0,,0%
Total,0,0%,7,,1.98%,0,0%,2,,0.57%,40,,11.33%,,0,,0%,,0,,0%
52110,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,0.89%,0,0%,2,,1.79%,8,,7.14%,,0,,0%,,0,,0%
Vote by Mail,0,0%,8,,5.06%,0,0%,0,,0%,18,,11.39%,,0,,0%,,0,,0%
Total,0,0%,9,,3.33%,0,0%,2,,0.74%,26,,9.63%,,0,,0%,,0,,0%
52112,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,6,,5.77%,,0,,0%,,0,,0%
Vote by Mail,0,0%,4,,2.65%,0,0%,0,,0%,14,,9.27%,,0,,0%,,0,,0%
Total,0,0%,4,,1.57%,0,0%,0,,0%,20,,7.84%,,0,,0%,,0,,0%
52114,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,1.05%,0,0%,2,,2.11%,8,,8.42%,,0,,0%,,0,,0%
Vote by Mail,0,0%,12,,4.21%,0,0%,0,,0%,37,,12.98%,,0,,0%,,0,,0%
Total,0,0%,13,,3.42%,0,0%,2,,0.53%,45,,11.84%,,0,,0%,,0,,0%
52116,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,3,,12.5%,,0,,0%,,0,,0%
Total,0,0%,0,,0%,0,0%,0,,0%,3,,12.5%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
52100,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
52102,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
52104,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,1.04%,57,,29.69%,0,0%,0,,0%,192,,0,,,0%,0,,,0%,
Vote by Mail,12,3.59%,91,,27.25%,0,0%,0,,0%,334,,0,,,0%,0,,,0%,
Total,14,2.66%,148,,28.14%,0,0%,0,,0%,526,,0,,,0%,0,,,0%,
52106,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.77%,51,,39.23%,1,0.77%,0,,0%,130,,0,,,0%,0,,,0%,
Vote by Mail,12,5.38%,53,,23.77%,2,0.9%,0,,0%,223,,0,,,0%,0,,,0%,
Total,13,3.68%,104,,29.46%,3,0.85%,0,,0%,353,,0,,,0%,0,,,0%,
52110,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,24,,21.43%,0,0%,0,,0%,112,,0,,,0%,0,,,0%,
Vote by Mail,5,3.16%,37,,23.42%,0,0%,0,,0%,158,,0,,,0%,0,,,0%,
Total,5,1.85%,61,,22.59%,0,0%,0,,0%,270,,0,,,0%,0,,,0%,
52112,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,37,,35.58%,0,0%,1,,0.96%,104,,0,,,0%,0,,,0%,
Vote by Mail,11,7.28%,37,,24.5%,4,2.65%,0,,0%,151,,0,,,0%,0,,,0%,
Total,11,4.31%,74,,29.02%,4,1.57%,1,,0.39%,255,,0,,,0%,0,,,0%,
52114,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,20,,21.05%,0,0%,0,,0%,95,,0,,,0%,0,,,0%,
Vote by Mail,15,5.26%,61,,21.4%,2,0.7%,0,,0%,285,,0,,,0%,0,,,0%,
Total,15,3.95%,81,,21.32%,2,0.53%,0,,0%,380,,0,,,0%,0,,,0%,
52116,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,0%,5,,20.83%,0,0%,0,,0%,24,,0,,,0%,0,,,0%,
Total,0,0%,5,,20.83%,0,0%,0,,0%,24,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
52100,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
52102,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
52104,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52106,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52110,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52112,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52114,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52116,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
52120,,,,,,,,52120,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
52126,,,,,,,,52126,,,,,,,,,,,,,
Polling Place,120,690,,,,,,Polling Place,,,,2,,1.77%,,1,,0.88%,,,
Vote by Mail,141,690,,,,,,Vote by Mail,,,,1,,0.73%,,0,,0%,,,
Total,261,690,,,,,,Total,,,,3,,1.2%,,1,,0.4%,,,
52128,,,,,,,,52128,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
58000,,,,,,,,58000,,,,,,,,,,,,,
Polling Place,113,524,,,,,,Polling Place,,,,1,,0.92%,,0,,0%,,,
Vote by Mail,139,524,,,,,,Vote by Mail,,,,3,,2.22%,,0,,0%,,,
Total,252,524,,,,,,Total,,,,4,,1.64%,,0,,0%,,,
58002,,,,,,,,58002,,,,,,,,,,,,,
Polling Place,0,8,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,5,8,,,,,,Vote by Mail,,,,****,,****,,****,,****,,,
Total,5,8,,,,,,Total,,,,****,,****,,****,,****,,,
58100,,,,,,,,58100,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
60000,,,,,,,,60000,,,,,,,,,,,,,
Polling Place,1,53,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,22,53,,,,,,Vote by Mail,,,,0,,0%,,0,,0%,,,
Total,23,53,,,,,,Total,,,,0,,0%,,0,,0%,,,
60002,,,,,,,,60002,,,,,,,,,,,,,
Polling Place,194,837,,,,,,Polling Place,,,,0,,0%,,0,,0%,,,
Vote by Mail,261,837,,,,,,Vote by Mail,,,,0,,0%,,1,,0.39%,,,
Total,455,837,,,,,,Total,,,,0,,0%,,1,,0.23%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
52120,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
52126,,,,,,,,,,,,,,,,,,,,,
Polling Place,9,7.96%,0,,0%,0,0%,0,,0%,0,,0%,,1,,0.88%,,69,,61.06%
Vote by Mail,8,5.84%,0,,0%,3,2.19%,0,,0%,1,,0.73%,,0,,0%,,91,,66.42%
Total,17,6.8%,0,,0%,3,1.2%,0,,0%,1,,0.4%,,1,,0.4%,,160,,64%
52128,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
58000,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,5.5%,0,,0%,0,0%,0,,0%,0,,0%,,0,,0%,,55,,50.46%
Vote by Mail,6,4.44%,0,,0%,0,0%,0,,0%,0,,0%,,3,,2.22%,,64,,47.41%
Total,12,4.92%,0,,0%,0,0%,0,,0%,0,,0%,,3,,1.23%,,119,,48.77%
58002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
58100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
60000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,1,4.55%,0,,0%,1,4.55%,0,,0%,0,,0%,,0,,0%,,14,,63.64%
Total,1,4.35%,0,,0%,1,4.35%,0,,0%,0,,0%,,0,,0%,,14,,60.87%
60002,,,,,,,,,,,,,,,,,,,,,
Polling Place,21,11.35%,0,,0%,0,0%,1,,0.54%,2,,1.08%,,1,,0.54%,,105,,56.76%
Vote by Mail,24,9.41%,0,,0%,2,0.78%,1,,0.39%,0,,0%,,5,,1.96%,,120,,47.06%
Total,45,10.23%,0,,0%,2,0.45%,2,,0.45%,2,,0.45%,,6,,1.36%,,225,,51.14%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
52120,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
52126,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,1,,0.88%,0,0%,1,,0.88%,8,,7.08%,,0,,0%,,0,,0%
Vote by Mail,0,0%,9,,6.57%,0,0%,0,,0%,9,,6.57%,,0,,0%,,0,,0%
Total,0,0%,10,,4%,0,0%,1,,0.4%,17,,6.8%,,0,,0%,,0,,0%
52128,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
58000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,3,,2.75%,0,0%,1,,0.92%,10,,9.17%,,0,,0%,,1,,0.92%
Vote by Mail,0,0%,4,,2.96%,0,0%,0,,0%,8,,5.93%,,0,,0%,,0,,0%
Total,0,0%,7,,2.87%,0,0%,1,,0.41%,18,,7.38%,,0,,0%,,1,,0.41%
58002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Total,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
58100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
60000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0%,1,,4.55%,0,0%,0,,0%,0,,0%,,0,,0%,,0,,0%
Total,0,0%,1,,4.35%,0,0%,0,,0%,1,,4.35%,,0,,0%,,0,,0%
60002,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,1.08%,0,,0%,0,0%,0,,0%,17,,9.19%,,0,,0%,,0,,0%
Vote by Mail,0,0%,7,,2.75%,0,0%,0,,0%,34,,13.33%,,0,,0%,,0,,0%
Total,2,0.45%,7,,1.59%,0,0%,0,,0%,51,,11.59%,,0,,0%,,0,,0%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
52120,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
52126,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.88%,19,,16.81%,0,0%,1,,0.88%,113,,0,,,0%,0,,,0%,
Vote by Mail,0,0%,15,,10.95%,0,0%,0,,0%,137,,0,,,0%,0,,,0%,
Total,1,0.4%,34,,13.6%,0,0%,1,,0.4%,250,,0,,,0%,0,,,0%,
52128,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
58000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,32,,29.36%,0,0%,0,,0%,109,,0,,,0%,0,,,0%,
Vote by Mail,5,3.7%,40,,29.63%,0,0%,2,,1.48%,135,,0,,,0%,0,,,0%,
Total,5,2.05%,72,,29.51%,0,0%,2,,0.82%,244,,0,,,0%,0,,,0%,
58002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Total,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
58100,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
60000,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,2,9.09%,3,,13.64%,0,0%,0,,0%,22,,0,,,0%,0,,,0%,
Total,2,8.7%,3,,13.04%,0,0%,0,,0%,23,,0,,,0%,0,,,0%,
60002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,34,,18.38%,2,1.08%,0,,0%,185,,0,,,0%,0,,,0%,
Vote by Mail,5,1.96%,55,,21.57%,1,0.39%,0,,0%,255,,0,,,0%,0,,,0%,
Total,5,1.14%,89,,20.23%,3,0.68%,0,,0%,440,,0,,,0%,0,,,0%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
52120,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
52126,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Vote by Mail,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
Total,0,0%,0,,0%,0,0%,0,,0%,0,,0%,,0,,,,,,
52128,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
