Vote by Mail,1,0.42%,11,,4.62%,0,0.00%,0,,0.00%,31,,13.03%,,0,,0.00%,,0,,0.00%
Total,1,0.26%,13,,3.39%,0,0.00%,0,,0.00%,41,,10.70%,,0,,0.00%,,0,,0.00%
0072004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,2,,1.14%,0,0.00%,1,,0.57%,12,,6.82%,,0,,0.00%,,0,,0.00%
Vote by Mail,1,0.36%,9,,3.28%,0,0.00%,0,,0.00%,43,,15.69%,,0,,0.00%,,0,,0.00%
Total,1,0.22%,11,,2.44%,0,0.00%,1,,0.22%,55,,12.22%,,0,,0.00%,,0,,0.00%
0072006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,1,,0.46%,0,0.00%,3,,1.38%,17,,7.80%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,10,,3.17%,0,0.00%,2,,0.63%,34,,10.79%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,11,,2.06%,0,0.00%,5,,0.94%,51,,9.57%,,0,,0.00%,,0,,0.00%
0072008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,1,,0.69%,14,,9.66%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,3,,2.17%,0,0.00%,0,,0.00%,10,,7.25%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,3,,1.06%,0,0.00%,1,,0.35%,24,,8.48%,,0,,0.00%,,0,,0.00%
0072010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,0,,
0072012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,4,,1.79%,0,0.00%,1,,0.45%,26,,11.61%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,13,,3.60%,0,0.00%,1,,0.28%,43,,11.91%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,17,,2.91%,0,0.00%,2,,0.34%,69,,11.79%,,0,,0.00%,,0,,0.00%
0072014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,2,,2.08%,0,0.00%,0,,0.00%,7,,7.29%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,14,,10.77%,0,0.00%,0,,0.00%,15,,11.54%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,16,,7.08%,0,0.00%,0,,0.00%,22,,9.73%,,0,,0.00%,,0,,0.00%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
0072000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,75,,47.17%,0,0.00%,0,,0.00%,159,,0,,,0.00%,0,,,0.00%,
Vote by Mail,21,6.98%,84,,27.91%,1,0.33%,0,,0.00%,301,,0,,,0.00%,0,,,0.00%,
Total,21,4.57%,159,,34.57%,1,0.22%,0,,0.00%,460,,0,,,0.00%,0,,,0.00%,
0072002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,56,,38.62%,0,0.00%,0,,0.00%,145,,0,,,0.00%,0,,,0.00%,
Vote by Mail,12,5.04%,56,,23.53%,2,0.84%,0,,0.00%,238,,0,,,0.00%,0,,,0.00%,
Total,12,3.13%,112,,29.24%,2,0.52%,0,,0.00%,383,,0,,,0.00%,0,,,0.00%,
0072004,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.57%,49,,27.84%,2,1.14%,1,,0.57%,176,,0,,,0.00%,0,,,0.00%,
Vote by Mail,7,2.55%,76,,27.74%,1,0.36%,1,,0.36%,274,,0,,,0.00%,0,,,0.00%,
Total,8,1.78%,125,,27.78%,3,0.67%,2,,0.44%,450,,0,,,0.00%,0,,,0.00%,
0072006,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,0.92%,70,,32.11%,3,1.38%,0,,0.00%,218,,0,,,0.00%,0,,,0.00%,
Vote by Mail,13,4.13%,83,,26.35%,4,1.27%,0,,0.00%,315,,0,,,0.00%,0,,,0.00%,
Total,15,2.81%,153,,28.71%,7,1.31%,0,,0.00%,533,,0,,,0.00%,0,,,0.00%,
0072008,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,1.38%,40,,27.59%,2,1.38%,1,,0.69%,145,,0,,,0.00%,0,,,0.00%,
Vote by Mail,4,2.90%,26,,18.84%,0,0.00%,2,,1.45%,138,,0,,,0.00%,0,,,0.00%,
Total,6,2.12%,66,,23.32%,2,0.71%,3,,1.06%,283,,0,,,0.00%,0,,,0.00%,
0072010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Total,0,,0,,,0,,0,,,0,,0,,,,0,,,,
0072012,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,0.45%,77,,34.38%,0,0.00%,0,,0.00%,224,,0,,,0.00%,0,,,0.00%,
Vote by Mail,14,3.88%,117,,32.41%,2,0.55%,0,,0.00%,361,,0,,,0.00%,0,,,0.00%,
Total,15,2.56%,194,,33.16%,2,0.34%,0,,0.00%,585,,0,,,0.00%,0,,,0.00%,
0072014,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.04%,30,,31.25%,1,1.04%,0,,0.00%,96,,0,,,0.00%,0,,,0.00%,
Vote by Mail,3,2.31%,34,,26.15%,1,0.77%,0,,0.00%,130,,0,,,0.00%,0,,,0.00%,
Total,4,1.77%,64,,28.32%,2,0.88%,0,,0.00%,226,,0,,,0.00%,0,,,0.00%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
0072000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072004,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072008,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072010,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,,0,,,0,,0,,,0,,,,0,,,,,,
Total,0,,0,,,0,,0,,,0,,,,0,,,,,,
0072012,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072014,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0072016,,,,,,,,0072016,,,,,,,,,,,,,
Polling Place,77,429,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,162,429,,,,,,Vote by Mail,,,,1,,0.63%,,0,,0.00%,,,
Total,239,429,,,,,,Total,,,,1,,0.43%,,0,,0.00%,,,
0072018,,,,,,,,0072018,,,,,,,,,,,,,
Polling Place,129,591,,,,,,Polling Place,,,,1,,0.79%,,0,,0.00%,,,
Vote by Mail,143,591,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,272,591,,,,,,Total,,,,1,,0.38%,,0,,0.00%,,,
0072020,,,,,,,,0072020,,,,,,,,,,,,,
Polling Place,0,59,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,24,59,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,24,59,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0072022,,,,,,,,0072022,,,,,,,,,,,,,
Polling Place,88,292,,,,,,Polling Place,,,,1,,1.15%,,0,,0.00%,,,
Vote by Mail,77,292,,,,,,Vote by Mail,,,,1,,1.35%,,0,,0.00%,,,
Total,165,292,,,,,,Total,,,,2,,1.24%,,0,,0.00%,,,
0072024,,,,,,,,0072024,,,,,,,,,,,,,
Polling Place,0,94,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,53,94,,,,,,Vote by Mail,,,,1,,1.89%,,0,,0.00%,,,
Total,53,94,,,,,,Total,,,,1,,1.89%,,0,,0.00%,,,
0072026,,,,,,,,0072026,,,,,,,,,,,,,
Polling Place,2,41,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,19,41,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,21,41,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0074000,,,,,,,,0074000,,,,,,,,,,,,,
Polling Place,87,320,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,194,320,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,281,320,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0074002,,,,,,,,0074002,,,,,,,,,,,,,
Polling Place,92,347,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,208,347,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,300,347,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0072016,,,,,,,,,,,,,,,,,,,,,
Polling Place,2,2.67%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,2,,2.67%,,28,,37.33%
Vote by Mail,15,9.43%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,4,,2.52%,,55,,34.59%
Total,17,7.26%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,6,,2.56%,,83,,35.47%
0072018,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,4.72%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,70,,55.12%
Vote by Mail,8,5.88%,1,,0.74%,1,0.74%,1,,0.74%,0,,0.00%,,2,,1.47%,,73,,53.68%
Total,14,5.32%,1,,0.38%,1,0.38%,1,,0.38%,0,,0.00%,,2,,0.76%,,143,,54.37%
0072020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,7,,33.33%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,7,,33.33%
0072022,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.15%,0,,0.00%,1,1.15%,0,,0.00%,0,,0.00%,,2,,2.30%,,47,,54.02%
Vote by Mail,2,2.70%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,2,,2.70%,,41,,55.41%
Total,3,1.86%,0,,0.00%,1,0.62%,0,,0.00%,0,,0.00%,,4,,2.48%,,88,,54.66%
0072024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,11,20.75%,0,,0.00%,0,0.00%,1,,1.89%,0,,0.00%,,0,,0.00%,,11,,20.75%
Total,11,20.75%,0,,0.00%,0,0.00%,1,,1.89%,0,,0.00%,,0,,0.00%,,11,,20.75%
0072026,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,1,5.26%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,7,,36.84%
Total,1,4.76%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,0.00%,,8,,38.10%
0074000,,,,,,,,,,,,,,,,,,,,,
Polling Place,6,6.98%,0,,0.00%,1,1.16%,0,,0.00%,0,,0.00%,,1,,1.16%,,19,,22.09%
Vote by Mail,20,10.31%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,8,,4.12%,,39,,20.10%
Total,26,9.29%,0,,0.00%,1,0.36%,0,,0.00%,0,,0.00%,,9,,3.21%,,58,,20.71%
0074002,,,,,,,,,,,,,,,,,,,,,
Polling Place,13,14.29%,0,,0.00%,0,0.00%,1,,1.10%,0,,0.00%,,0,,0.00%,,29,,31.87%
Vote by Mail,20,9.80%,0,,0.00%,4,1.96%,0,,0.00%,0,,0.00%,,5,,2.45%,,46,,22.55%
Total,33,11.19%,0,,0.00%,4,1.36%,1,,0.34%,0,,0.00%,,5,,1.69%,,75,,25.42%
Precinct,JOE SESTAK (DEM),,TOM STEYER (DEM),,,DEVAL PATRICK (DEM),,MICHAEL BENNET (DEM),,,MICHAEL R. BLOOMBERG (DEM),,,,MOSIE BOYD (DEM),,,,CORY BOOKER (DEM),,
0072016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,13,,17.33%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,7,,4.40%,0,0.00%,0,,0.00%,23,,14.47%,,1,,0.63%,,0,,0.00%
Total,0,0.00%,7,,2.99%,0,0.00%,0,,0.00%,36,,15.38%,,1,,0.43%,,0,,0.00%
0072018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,3,,2.36%,0,0.00%,1,,0.79%,11,,8.66%,,0,,0.00%,,1,,0.79%
Vote by Mail,0,0.00%,7,,5.15%,0,0.00%,0,,0.00%,11,,8.09%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,10,,3.80%,0,0.00%,1,,0.38%,22,,8.37%,,0,,0.00%,,1,,0.38%
0072020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,3,,14.29%,0,0.00%,0,,0.00%,5,,23.81%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,3,,14.29%,0,0.00%,0,,0.00%,5,,23.81%,,0,,0.00%,,0,,0.00%
0072022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,3,,3.45%,0,0.00%,0,,0.00%,14,,16.09%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,1,,1.35%,0,0.00%,0,,0.00%,8,,10.81%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,4,,2.48%,0,0.00%,0,,0.00%,22,,13.66%,,0,,0.00%,,0,,0.00%
0072024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,9,,16.98%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,9,,16.98%,,0,,0.00%,,0,,0.00%
0072026,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,,5.26%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,1,,4.76%,,0,,0.00%,,0,,0.00%
0074000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,1,,1.16%,0,0.00%,0,,0.00%,10,,11.63%,,1,,1.16%,,0,,0.00%
Vote by Mail,0,0.00%,4,,2.06%,0,0.00%,0,,0.00%,39,,20.10%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,5,,1.79%,0,0.00%,0,,0.00%,49,,17.50%,,1,,0.36%,,0,,0.00%
0074002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,8,,8.79%,,0,,0.00%,,0,,0.00%
Vote by Mail,0,0.00%,3,,1.47%,0,0.00%,0,,0.00%,34,,16.67%,,0,,0.00%,,0,,0.00%
Total,0,0.00%,3,,1.02%,0,0.00%,0,,0.00%,42,,14.24%,,0,,0.00%,,0,,0.00%
Precinct,PETE BUTTIGIEG (DEM),,JOSEPH R. BIDEN (DEM),,,TULSI GABBARD (DEM),,MARK STEWART GREENSTEIN (DEM),,,Total Votes,,"NAKIA L. ANTHONY
Qualified Write In",,,,"DAPHNE DENISE BRADFORD
Qualified Write In",,,,
0072016,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.33%,29,,38.67%,0,0.00%,0,,0.00%,75,,0,,,0.00%,0,,,0.00%,
Vote by Mail,7,4.40%,46,,28.93%,0,0.00%,0,,0.00%,159,,0,,,0.00%,0,,,0.00%,
Total,8,3.42%,75,,32.05%,0,0.00%,0,,0.00%,234,,0,,,0.00%,0,,,0.00%,
0072018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,34,,26.77%,0,0.00%,0,,0.00%,127,,0,,,0.00%,0,,,0.00%,
Vote by Mail,6,4.41%,26,,19.12%,0,0.00%,0,,0.00%,136,,0,,,0.00%,0,,,0.00%,
Total,6,2.28%,60,,22.81%,0,0.00%,0,,0.00%,263,,0,,,0.00%,0,,,0.00%,
0072020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,1,4.76%,5,,23.81%,0,0.00%,0,,0.00%,21,,0,,,0.00%,0,,,0.00%,
Total,1,4.76%,5,,23.81%,0,0.00%,0,,0.00%,21,,0,,,0.00%,0,,,0.00%,
0072022,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.15%,16,,18.39%,1,1.15%,0,,0.00%,87,,0,,,0.00%,0,,,0.00%,
Vote by Mail,0,0.00%,19,,25.68%,0,0.00%,0,,0.00%,74,,0,,,0.00%,0,,,0.00%,
Total,1,0.62%,35,,21.74%,1,0.62%,0,,0.00%,161,,0,,,0.00%,0,,,0.00%,
0072024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,0,,,,0,,,,
Vote by Mail,0,0.00%,20,,37.74%,0,0.00%,0,,0.00%,53,,0,,,0.00%,0,,,0.00%,
Total,0,0.00%,20,,37.74%,0,0.00%,0,,0.00%,53,,0,,,0.00%,0,,,0.00%,
0072026,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,,****,****,,,****,
Vote by Mail,2,10.53%,8,,42.11%,0,0.00%,0,,0.00%,19,,0,,,0.00%,0,,,0.00%,
Total,2,9.52%,9,,42.86%,0,0.00%,0,,0.00%,21,,0,,,0.00%,0,,,0.00%,
0074000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,47,,54.65%,0,0.00%,0,,0.00%,86,,0,,,0.00%,0,,,0.00%,
Vote by Mail,22,11.34%,62,,31.96%,0,0.00%,0,,0.00%,194,,0,,,0.00%,0,,,0.00%,
Total,22,7.86%,109,,38.93%,0,0.00%,0,,0.00%,280,,0,,,0.00%,0,,,0.00%,
0074002,,,,,,,,,,,,,,,,,,,,,
Polling Place,1,1.10%,39,,42.86%,0,0.00%,0,,0.00%,91,,0,,,0.00%,0,,,0.00%,
Vote by Mail,16,7.84%,75,,36.76%,1,0.49%,0,,0.00%,204,,0,,,0.00%,0,,,0.00%,
Total,17,5.76%,114,,38.64%,1,0.34%,0,,0.00%,295,,0,,,0.00%,0,,,0.00%,
Precinct,"WILLIE FELIX CARTER
Qualified Write In",,"MICHAEL DENAME
Qualified Write In",,,"JEFFREY H. DROBMAN
Qualified Write In",,"ROBERT JORDAN
Qualified Write In",,,"HEATHER MARIE STAGG
Qualified Write In",,,,Unresolved Write-In,,,,,,
0072016,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072018,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072020,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072022,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072024,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0072026,,,,,,,,,,,,,,,,,,,,,
Polling Place,****,****,****,,****,****,****,****,,****,****,,****,,****,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0074000,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
0074002,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Vote by Mail,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Total,0,0.00%,0,,0.00%,0,0.00%,0,,0.00%,0,,0.00%,,0,,,,,,
Precinct,Times Cast,Registered Voters,,,,,,Precinct,,,,JULIÁN CASTRO (DEM),,,,MICHAEL A. ELLINGER (DEM),,,,,
0074006,,,,,,,,0074006,,,,,,,,,,,,,
Polling Place,0,3,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,1,3,,,,,,Vote by Mail,,,,****,,****,,****,,****,,,
Total,1,3,,,,,,Total,,,,****,,****,,****,,****,,,
0074200,,,,,,,,0074200,,,,,,,,,,,,,
Polling Place,1,10,,,,,,Polling Place,,,,****,,****,,****,,****,,,
Vote by Mail,6,10,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,7,10,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0078000,,,,,,,,0078000,,,,,,,,,,,,,
Polling Place,0,6,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,3,6,,,,,,Vote by Mail,,,,****,,****,,****,,****,,,
Total,3,6,,,,,,Total,,,,****,,****,,****,,****,,,
0078006,,,,,,,,0078006,,,,,,,,,,,,,
Polling Place,32,169,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,54,169,,,,,,Vote by Mail,,,,1,,1.89%,,0,,0.00%,,,
Total,86,169,,,,,,Total,,,,1,,1.18%,,0,,0.00%,,,
0078008,,,,,,,,0078008,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
0079100,,,,,,,,0079100,,,,,,,,,,,,,
Polling Place,0,0,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,0,0,,,,,,Vote by Mail,,,,0,,,,0,,,,,
Total,0,0,,,,,,Total,,,,0,,,,0,,,,,
0081000,,,,,,,,0081000,,,,,,,,,,,,,
Polling Place,93,325,,,,,,Polling Place,,,,0,,0.00%,,0,,0.00%,,,
Vote by Mail,215,325,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,308,325,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
0081004,,,,,,,,0081004,,,,,,,,,,,,,
Polling Place,0,60,,,,,,Polling Place,,,,0,,,,0,,,,,
Vote by Mail,35,60,,,,,,Vote by Mail,,,,0,,0.00%,,0,,0.00%,,,
Total,35,60,,,,,,Total,,,,0,,0.00%,,0,,0.00%,,,
Precinct,ELIZABETH WARREN (DEM),,MARIANNE WILLIAMSON (DEM),,,ANDREW YANG (DEM),,"ROQUE ""ROCKY"" DE LA FUENTE III (DEM)",,,JOHN K. DELANEY (DEM),,,,AMY KLOBUCHAR (DEM),,,,BERNIE SANDERS (DEM),,
0074006,,,,,,,,,,,,,,,,,,,,,
Polling Place,0,,0,,,0,,0,,,0,,,,0,,,,0,,
Vote by Mail,****,****,****,,****,****,****,****,,****,****,,****,,****,,****,,****,,****
